brand_name,product_name,asin,price,overall_rating,reviewer_username,review_date,review_rating,r-45-date-txt1,r-45-date-txt2,r-45-date-txt3,r-45-date-txt4,r-45-date-txt5,r-45-date-txt6,r-45-date-txt7,r-45-date-txt8,r-45-date-txt9,r-45-date-txt10,r-45-date-txt11,r-45-date-txt12,r-45-date-txt13,r-45-date-txt14,r-45-date-txt15,r-45-date-txt16,r-45-date-txt17,r-45-date-txt18,r-45-date-txt19,r-45-date-txt20,r-45-date-txt21,r-45-date-txt22,r-45-date-txt23,r-45-date-txt24,r-45-date-txt25,r-45-date-txt26,r-45-date-txt27,r-45-date-txt28,r-45-date-txt29,r-45-date-txt30,r-45-date-txt31,r-45-date-txt32,r-45-date-txt33,r-45-date-txt34,r-45-date-txt35,r-45-date-txt36,r-45-date-txt37,r-45-date-txt38,r-45-date-txt39,r-45-date-txt40,r-45-date-txt41,r-45-date-txt42,r-45-date-txt43,r-45-date-txt44,r-45-date-txt45,r-45-date-txt46,r-45-date-txt47,r-45-date-txt48,r-45-date-txt49,r-45-date-txt50,r-45-date-txt51,r-45-date-txt52,r-45-date-txt53,r-45-date-txt54,r-45-date-txt55,r-45-date-txt56,r-45-date-txt57,r-45-date-txt58,r-45-date-txt59,r-45-date-txt60,r-45-date-txt61,r-45-date-txt62,r-45-date-txt63,r-45-date-txt64,r-45-date-txt65,r-45-date-txt66,r-45-date-txt67,r-45-date-txt68,r-45-date-txt69,r-45-date-txt70,r-45-date-txt71,r-45-date-txt72,r-45-date-txt73,r-45-date-txt74,r-45-date-txt75,r-45-date-txt76,r-45-date-txt77,r-45-date-txt78,r-45-date-txt79,r-45-date-txt80,r-45-date-txt81,r-45-date-txt82,r-45-date-txt83,r-45-date-txt84,r-45-date-txt85,r-45-date-txt86,r-45-date-txt87,r-45-date-txt88,r-45-date-txt89,r-45-date-txt90,r-45-date-txt91,r-45-date-txt92,r-45-date-txt93,r-45-date-txt94,r-45-date-txt95,r-45-date-txt96,r-45-date-txt97,r-45-date-txt98,r-45-date-txt99,r-45-date-txt100,r-45-date-txt101,r-45-date-txt102,r-45-date-txt103,r-45-date-txt104,r-45-date-txt105,r-45-date-txt106,r-45-date-txt107,r-45-date-txt108,r-45-date-txt109,r-45-date-txt110,r-45-date-txt111,r-45-date-txt112,r-45-date-txt113,r-45-date-txt114,r-45-date-txt115,r-45-date-txt116,r-45-date-txt117,r-45-date-txt118,r-45-date-txt119,r-45-date-txt120,r-45-date-txt121,r-45-date-txt122,r-45-date-txt123,r-45-date-txt124,r-45-date-txt125,r-45-date-txt126,r-45-date-txt127,r-45-date-txt128,r-45-date-txt129,r-45-date-txt130,r-45-date-txt131,r-45-date-txt132,r-45-date-txt133,r-45-date-txt134,r-45-date-txt135,r-45-date-txt136,r-45-date-txt137,r-45-date-txt138,r-45-date-txt139,r-45-date-txt140,r-45-date-txt141,r-45-date-txt142,r-45-date-txt143,r-45-date-txt144,r-45-date-txt145,r-45-date-txt146,r-45-date-txt147,r-45-date-txt148,r-45-date-txt149,r-45-date-txt150,r-45-date-txt151,r-45-date-txt152,r-45-date-txt153,r-45-date-txt154,r-45-date-txt155,r-45-date-txt156,r-45-date-txt157,r-45-date-txt158,r-45-date-txt159,r-45-date-txt160,r-45-date-txt161,r-45-date-txt162,r-45-date-txt163,r-45-date-txt164,r-45-date-txt165,r-45-date-txt166,r-45-date-txt167,r-45-date-txt168,r-45-date-txt169,r-45-date-txt170,r-45-date-txt171,r-45-date-txt172,r-45-date-txt173,r-45-date-txt174,r-45-date-txt175,r-45-date-txt176,r-45-date-txt177,r-45-date-txt178,r-45-date-txt179,r-45-date-txt180,r-45-date-txt181,r-45-date-txt182,r-45-date-txt183,r-45-date-txt184,r-45-date-txt185,r-45-date-txt186,r-45-date-txt187,r-45-date-txt188,r-45-date-txt189,r-45-date-txt190,r-45-date-txt191,r-45-date-txt192,r-45-date-txt193,r-45-date-txt194,r-45-date-txt195,r-45-date-txt196,r-45-date-txt197,r-45-date-txt198,r-45-date-txt199,r-45-date-txt200,r-45-date-txt201,r-45-date-txt202,r-45-date-txt203,r-45-date-txt204,r-45-date-txt205,r-45-date-txt206,r-45-date-txt207,r-45-date-txt208,r-45-date-txt209,r-45-date-txt210,r-45-date-txt211,r-45-date-txt212,r-45-date-txt213,r-45-date-txt214,r-45-date-txt215,r-45-date-txt216,r-45-date-txt217,r-45-date-txt218,r-45-date-txt219,r-45-date-txt220,r-45-date-txt221,r-45-date-txt222,r-45-date-txt223,r-45-date-txt224,r-45-date-txt225,r-45-date-txt226,r-45-date-txt227,r-45-date-txt228,r-45-date-txt229,r-45-date-txt230,r-45-date-txt231,r-45-date-txt232,r-45-date-txt233,r-45-date-txt234,r-45-date-txt235,r-45-date-txt236,r-45-date-txt237,r-45-date-txt238,r-45-date-txt239,r-45-date-txt240,r-45-date-txt241,r-45-date-txt242,r-45-date-txt243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Marzia Aguilar,3/7/2021,5,Lil,or,hardly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,mscarmella,3/7/2021,5,Love!,Love!,Love!,Amazing,the,various,ways,Beyond,Meat,can,pepared,and,still,taste,like,meat,Great,for,burgers,lasagna,etc,Even,the,carnivores,in,my,family,give,Beyond,Meat,products,2,thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Christenn Harris,2/28/2021,4,I,used,beyond,beef,to,make,Polish,cabbage,rolls…,This,was,actually,my,second,attempt,cooking,with,it,the,first,time,I,made,a,vegan,meatloaf,that,was,so,realistic,I,couldn’t,eat,it,and,threw,the,whole,thing,out,Several,months,later,I,tried,a,second,time,I’ve,been,vegetarian,since,2004,but,even,the,visual,appearance,in,the,packaging,was,offputting,due,to,its,similarity,to,real,meat,The,reddish,hued,block,is,flecked,through,with,coconut,oil,“fat”,When,you,remove,it,to,a,bowl,it,feels,like,ground,meat,If,cooking,on,the,stove,top,it,shrinks,and,changes,color,as,it,cooks,with,a,very,realistic,texture,in,mouthfeel,As,other,reviewers,have,mentioned,this,definitely,has,an,odor,when,removing,from,the,package,but,I,did,not,find,it,overly,offensive,The,cabbage,roll,filling,was,pleasantly,toothsome,and,the,flavor,reminded,me,of,a,fast,food,flame,grilled,burger,I,definitely,look,forward,to,trying,this,in,other,uses,such,as,meatballs,and,sliders,in,the,future,As,it,is,still,a,processed,food,this,will,continue,to,be,an,occasional,treat,And,as,one,who,is,soy,intolerant,I,appreciate,the,fact,this,is,one,of,the,few,soy-free,options,on,the,market,Bottom,line:,if,you,are,looking,to,reduce,your,meat,intake,or,a,vegan-friendly,substitute,for,ground,beef,you,might,give,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,BSperos,2/27/2021,5,I,am,vegetarian,but,I,make,Indian,‘meat’,dishes,with,this,product,instead,of,actual,meat,and,they,taste,amazing!!,Both,my,Indian,and,non-Indian,friends,love,it!!,A,big,big,hit,in,my,social,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,KK,2/13/2021,4,It's,ok,we,li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Ran Oren,2/10/2021,5,It,tastes,like,shish,kebab,We,lo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,PA Paine,2/5/2021,4,But,it's,vegan,and,the,closest,that,I've,found,to,real,ground,beef,taste,and,texture,(as,I,recall,before,becoming,vegan),other,than,the,Impossible,brand,I,prefer,the,Impossible,brand,because,it,doesn't,have,that,smokey,flavor,but,have,only,had,it,in,sit,down,restaurants,not,in,grocery,stores,I,just,wish,that,they,offered,a,non-smokey,option,I've,purchased,their,burger,patties,several,times,(smokey),and,had,hoped,that,this,vegan,ground,beef,package,would,not,be,smokey,But,it,was,Minus,1,star,for,the,smokey,flavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,ScullyRose,2/3/2021,5,When,I,first,got,this,I,was,quite,hyped,seeing,the,reviews,and,the,packaging,thinkng,they,may,have,finally,gotten,a,beef,clone,After,mildly,cooking,it,I,was,dissapointed,to,taste,the,same,taste,that,I,tasted,in,another,protein,plant,based,burger,that,I,had,that,is,quite,obviousally,different,than,beef,I,put,it,away,and,came,back,to,it,a,few,days,later,in,order,to,fiinish,it,before,it,expires,This,time,I,had,a,different,experience,So,what,if,it,doesn't,taste,exactly,like,beef,and,you,can,identify,the,difference?,That,doesn't,make,it,better,or,worse,Although,it,has,a,distinct,flavor,it,hits,the,right,spots,and,satisfies,any,craving,youd,have,for,it,Honestly,if,all,my,beef,if,I,was,stll,a,meat,eater,was,changed,to,this,I,wouldn't,even,care,This,makes,me,quite,optimistic,of,meat,subsitutes,which,I,didn't,have,in,the,past,In,the,past,it,felt,like,these,meat,subsistutes,were,merely,there,to,help,psychologically,with,the,withdrawel,symptoms,but,honestly,this,makes,me,feel,like,I,can,have,my,cake,and,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,rae,1/23/2021,5,If,you,don't,know,how,to,prepare,ground,beef,then,you,won't,know,how,to,prepare,this,meatless,option,Add,garlic,(fresh,minced,or,in,powder),and,load,up,on,Italian,Seasoning,Blends,and,Adobo,Seasonings,You,can,then,add,fresh,onions,peppers,and,anything,else,that,will,complement,this,healthy,meat,alter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Orfound Annie,1/18/2021,5,I,prefer,buying,this,to,make,my,own,hamburgers,vs,using,the,premade,patties,My,famous,burgers,(makes,2):8,oz,Beyond,Meat3/4,T,dried,organic,oreganoSauteed,sweet,onions,(1/2,of,an,onion,chopped,make,sure,the,onion,has,a,caramel,color,when,you,sautee),Make,the,onions,cool,them,Combine,ingredients,into,patties,and,fry,for,a,5-Apr,minutes,on,each,side,Melt,cheese,on,top,(suggestions:,St,Andre,triple,cream,St,Angel,or,Catamount,Hills,cheese,from,the,cheese,section,at,Whole,Foods),Everyone,loves,these,moist,and,flavor-packed,hamb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,J.  Boling,1/14/2021,5,A,top,thre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Alison123,1/14/2021,5,Goo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Angelica Harlin,1/13/2021,5,If,your,vegan,than,you,won’t,have,any,problems,with,this,if,your,not,-,you,need,to,detoxify,(takes,2,weeks,to,get,all,that,dead,animal,out,of,your,system),your,system,before,your,taste,buds,can,truly,appreciate,what,this,company,has,done,-,kids,love,it,as,well,-,for,those,who,talking,about,smelling,like,dog,food,-,no,way!!!,I,hate,to,think,that,anyone,would,even,dare,try,that,-,I,wouldn’t,🤢,Beyond,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,TurtleWins,11/24/2020,5,Soooo,gooood,especially,since,you,can,actually,season,this,Hate,everything,else,after,tryin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,john baxter,11/24/2020,4,This,crumbled,and,cooked,up,in,a,pan,very,much,like,real,ground,beef,and,it,holds,its,texture,even,in,leftovers,days,later,which,is,a,real,accomplishment,for,fake,meat,which,can,sometimes,disintegrate,after,it's,been,cooked,I,just,wish,there,were,more,to,say,for,the,flavor,of,it,You,really,have,to,plan,to,season,this,well,to,make,it,a,bit,more,palatable,it's,hard,to,say,what,it,tastes,like,exactly,and,it,doesn't,have,what,I,would,call,a,strong,taste,but,it,certainly,doesn't,taste,lik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,Priya P.,11/13/2020,4,Your,browser,does,not,support,HTML5,video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,D,10/14/2020,5,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,MN,10/8/2020,5,Nothing,can,BEAT,Beyond,Beef,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond Meat,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",,10.29,4.6,JP,10/5/2020,5,Ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,muchka,5/13/2021,5,I,bought,this,stuff,at,the,grocery,and,it,is,fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tofurky,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",B000O6I9YY,3.39,4.6,Saheb Albdyri,5/12/2021,5,Great,for,cold,&,hot,sandwiches,baking,and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
